ciudades;mes;Sexo;Periodo;Total
02 Albacete;Dec;Hombres;2015;1
02 Albacete;Dec;Mujeres;2016;0
02 Albacete;Dec;Hombres;2016;1
02 Albacete;Dec;Hombres;2017;0
02 Albacete;Dec;Mujeres;2017;0
02 Albacete;Dec;Hombres;2018;0
02 Albacete;Dec;Mujeres;2018;0
02 Albacete;Dec;Hombres;2019;0
02 Albacete;Dec;Mujeres;2019;1
02 Albacete;Dec;Hombres;2020;0
02 Albacete;Dec;Mujeres;2020;1
02 Albacete;Dec;Hombres;2021;0
02 Albacete;Dec;Mujeres;2021;3
03 Alicante/Alacant;Jan;Mujeres;2009;2
03 Alicante/Alacant;Jan;Hombres;2009;3
03 Alicante/Alacant;Jan;Hombres;2010;3
03 Alicante/Alacant;Jan;Mujeres;2010;3
03 Alicante/Alacant;Jan;Mujeres;2011;2
03 Alicante/Alacant;Jan;Hombres;2011;4
03 Alicante/Alacant;Jan;Hombres;2012;2
03 Alicante/Alacant;Jan;Mujeres;2012;4
03 Alicante/Alacant;Jan;Hombres;2013;0
03 Alicante/Alacant;Jan;Mujeres;2013;1
03 Alicante/Alacant;Jan;Mujeres;2014;1
03 Alicante/Alacant;Jan;Hombres;2014;3
03 Alicante/Alacant;Jan;Mujeres;2015;0
03 Alicante/Alacant;Jan;Hombres;2015;4
03 Alicante/Alacant;Jan;Hombres;2016;2
03 Alicante/Alacant;Jan;Mujeres;2016;3
03 Alicante/Alacant;Jan;Hombres;2017;1
03 Alicante/Alacant;Jan;Mujeres;2017;3
03 Alicante/Alacant;Jan;Mujeres;2018;1
03 Alicante/Alacant;Jan;Hombres;2018;2
03 Alicante/Alacant;Jan;Hombres;2019;3
03 Alicante/Alacant;Jan;Mujeres;2019;3
03 Alicante/Alacant;Jan;Mujeres;2020;1
03 Alicante/Alacant;Jan;Hombres;2020;1
03 Alicante/Alacant;Jan;Mujeres;2021;0
03 Alicante/Alacant;Jan;Hombres;2021;1
03 Alicante/Alacant;Feb;Hombres;2009;1
03 Alicante/Alacant;Feb;Mujeres;2009;3
03 Alicante/Alacant;Feb;Hombres;2010;0
03 Alicante/Alacant;Feb;Mujeres;2010;2
03 Alicante/Alacant;Feb;Hombres;2011;3
03 Alicante/Alacant;Feb;Mujeres;2011;3
03 Alicante/Alacant;Feb;Hombres;2012;2
03 Alicante/Alacant;Feb;Mujeres;2012;2
03 Alicante/Alacant;Feb;Hombres;2013;3
03 Alicante/Alacant;Feb;Mujeres;2013;5
03 Alicante/Alacant;Feb;Mujeres;2014;0
03 Alicante/Alacant;Feb;Hombres;2014;1
03 Alicante/Alacant;Feb;Hombres;2015;1
03 Alicante/Alacant;Feb;Mujeres;2015;2
03 Alicante/Alacant;Feb;Hombres;2016;2
03 Alicante/Alacant;Feb;Mujeres;2016;3
03 Alicante/Alacant;Feb;Mujeres;2017;1
03 Alicante/Alacant;Feb;Hombres;2017;2
03 Alicante/Alacant;Feb;Hombres;2018;2
03 Alicante/Alacant;Feb;Mujeres;2018;3
03 Alicante/Alacant;Feb;Mujeres;2019;2
03 Alicante/Alacant;Feb;Hombres;2019;2
03 Alicante/Alacant;Feb;Hombres;2020;0
03 Alicante/Alacant;Feb;Mujeres;2020;1
03 Alicante/Alacant;Feb;Hombres;2021;3
03 Alicante/Alacant;Feb;Mujeres;2021;3
03 Alicante/Alacant;Mar;Hombres;2009;2
03 Alicante/Alacant;Mar;Mujeres;2009;3
03 Alicante/Alacant;Mar;Mujeres;2010;2
03 Alicante/Alacant;Mar;Hombres;2010;3
03 Alicante/Alacant;Mar;Mujeres;2011;2
03 Alicante/Alacant;Mar;Hombres;2011;2
03 Alicante/Alacant;Mar;Hombres;2012;3
03 Alicante/Alacant;Mar;Mujeres;2012;6
03 Alicante/Alacant;Mar;Mujeres;2013;0
03 Alicante/Alacant;Mar;Hombres;2013;3
03 Alicante/Alacant;Mar;Mujeres;2014;0
03 Alicante/Alacant;Mar;Hombres;2014;3
03 Alicante/Alacant;Mar;Hombres;2015;0
03 Alicante/Alacant;Mar;Mujeres;2015;4
03 Alicante/Alacant;Mar;Mujeres;2016;1
03 Alicante/Alacant;Mar;Hombres;2016;2
03 Alicante/Alacant;Mar;Hombres;2017;0
03 Alicante/Alacant;Mar;Mujeres;2017;2
03 Alicante/Alacant;Mar;Hombres;2018;4
03 Alicante/Alacant;Mar;Mujeres;2018;4
03 Alicante/Alacant;Mar;Hombres;2019;3
03 Alicante/Alacant;Mar;Mujeres;2019;3
03 Alicante/Alacant;Mar;Hombres;2020;0
03 Alicante/Alacant;Mar;Mujeres;2020;1
03 Alicante/Alacant;Mar;Hombres;2021;1
03 Alicante/Alacant;Mar;Mujeres;2021;3
03 Alicante/Alacant;Apr;Hombres;2009;1
03 Alicante/Alacant;Apr;Mujeres;2009;4
03 Alicante/Alacant;Apr;Hombres;2010;2
03 Alicante/Alacant;Apr;Mujeres;2010;2
03 Alicante/Alacant;Apr;Mujeres;2011;5
03 Alicante/Alacant;Apr;Hombres;2011;5
03 Alicante/Alacant;Apr;Hombres;2012;3
03 Alicante/Alacant;Apr;Mujeres;2012;4
03 Alicante/Alacant;Apr;Mujeres;2013;0
03 Alicante/Alacant;Apr;Hombres;2013;4
03 Alicante/Alacant;Apr;Mujeres;2014;0
03 Alicante/Alacant;Apr;Hombres;2014;4
03 Alicante/Alacant;Apr;Hombres;2015;0
03 Alicante/Alacant;Apr;Mujeres;2015;2
03 Alicante/Alacant;Apr;Mujeres;2016;2
03 Alicante/Alacant;Apr;Hombres;2016;2
03 Alicante/Alacant;Apr;Mujeres;2017;0
03 Alicante/Alacant;Apr;Hombres;2017;1
03 Alicante/Alacant;Apr;Hombres;2018;2
03 Alicante/Alacant;Apr;Mujeres;2018;6
03 Alicante/Alacant;Apr;Hombres;2019;1
03 Alicante/Alacant;Apr;Mujeres;2019;2
03 Alicante/Alacant;Apr;Hombres;2020;3
03 Alicante/Alacant;Apr;Mujeres;2020;3
03 Alicante/Alacant;Apr;Hombres;2021;3
03 Alicante/Alacant;Apr;Mujeres;2021;3
03 Alicante/Alacant;May;Mujeres;2009;1
03 Alicante/Alacant;May;Hombres;2009;5
03 Alicante/Alacant;May;Hombres;2010;0
03 Alicante/Alacant;May;Mujeres;2010;3
03 Alicante/Alacant;May;Mujeres;2011;0
03 Alicante/Alacant;May;Hombres;2011;2
03 Alicante/Alacant;May;Mujeres;2012;0
03 Alicante/Alacant;May;Hombres;2012;2
03 Alicante/Alacant;May;Hombres;2013;2
03 Alicante/Alacant;May;Mujeres;2013;2
03 Alicante/Alacant;May;Hombres;2014;1
03 Alicante/Alacant;May;Mujeres;2014;3
03 Alicante/Alacant;May;Mujeres;2015;1
03 Alicante/Alacant;May;Hombres;2015;4
03 Alicante/Alacant;May;Mujeres;2016;3
03 Alicante/Alacant;May;Hombres;2016;5
03 Alicante/Alacant;May;Mujeres;2017;0
03 Alicante/Alacant;May;Hombres;2017;3
03 Alicante/Alacant;May;Mujeres;2018;4
03 Alicante/Alacant;May;Hombres;2018;5
03 Alicante/Alacant;May;Hombres;2019;1
03 Alicante/Alacant;May;Mujeres;2019;1
03 Alicante/Alacant;May;Hombres;2020;0
03 Alicante/Alacant;May;Mujeres;2020;3
03 Alicante/Alacant;May;Mujeres;2021;0
03 Alicante/Alacant;May;Hombres;2021;3
03 Alicante/Alacant;Jun;Mujeres;2009;3
03 Alicante/Alacant;Jun;Hombres;2009;4
03 Alicante/Alacant;Jun;Mujeres;2010;4
03 Alicante/Alacant;Jun;Hombres;2010;6
03 Alicante/Alacant;Jun;Mujeres;2011;3
03 Alicante/Alacant;Jun;Hombres;2011;3
03 Alicante/Alacant;Jun;Mujeres;2012;0
03 Alicante/Alacant;Jun;Hombres;2012;3
03 Alicante/Alacant;Jun;Hombres;2013;2
03 Alicante/Alacant;Jun;Mujeres;2013;4
03 Alicante/Alacant;Jun;Hombres;2014;2
03 Alicante/Alacant;Jun;Mujeres;2014;5
03 Alicante/Alacant;Jun;Hombres;2015;2
03 Alicante/Alacant;Jun;Mujeres;2015;4
03 Alicante/Alacant;Jun;Hombres;2016;3
03 Alicante/Alacant;Jun;Mujeres;2016;4
03 Alicante/Alacant;Jun;Mujeres;2017;0
03 Alicante/Alacant;Jun;Hombres;2017;2
03 Alicante/Alacant;Jun;Mujeres;2018;1
03 Alicante/Alacant;Jun;Hombres;2018;2
03 Alicante/Alacant;Jun;Hombres;2019;2
03 Alicante/Alacant;Jun;Mujeres;2019;2
03 Alicante/Alacant;Jun;Hombres;2020;2
03 Alicante/Alacant;Jun;Mujeres;2020;2
03 Alicante/Alacant;Jun;Mujeres;2021;4
03 Alicante/Alacant;Jun;Hombres;2021;5
03 Alicante/Alacant;Jul;Mujeres;2009;3
03 Alicante/Alacant;Jul;Hombres;2009;6
03 Alicante/Alacant;Jul;Hombres;2010;3
03 Alicante/Alacant;Jul;Mujeres;2010;3
03 Alicante/Alacant;Jul;Hombres;2011;0
03 Alicante/Alacant;Jul;Mujeres;2011;3
03 Alicante/Alacant;Jul;Hombres;2012;2
03 Alicante/Alacant;Jul;Mujeres;2012;3
03 Alicante/Alacant;Jul;Hombres;2013;1
03 Alicante/Alacant;Jul;Mujeres;2013;1
03 Alicante/Alacant;Jul;Mujeres;2014;1
03 Alicante/Alacant;Jul;Hombres;2014;3
03 Alicante/Alacant;Jul;Mujeres;2015;2
03 Alicante/Alacant;Jul;Hombres;2015;5
03 Alicante/Alacant;Jul;Mujeres;2016;3
03 Alicante/Alacant;Jul;Hombres;2016;5
03 Alicante/Alacant;Jul;Mujeres;2017;1
03 Alicante/Alacant;Jul;Hombres;2017;3
03 Alicante/Alacant;Jul;Mujeres;2018;2
03 Alicante/Alacant;Jul;Hombres;2018;2
03 Alicante/Alacant;Jul;Hombres;2019;2
03 Alicante/Alacant;Jul;Mujeres;2019;5
03 Alicante/Alacant;Jul;Hombres;2020;5
03 Alicante/Alacant;Jul;Mujeres;2020;6
03 Alicante/Alacant;Jul;Hombres;2021;2
03 Alicante/Alacant;Jul;Mujeres;2021;4
03 Alicante/Alacant;Aug;Mujeres;2009;0
03 Alicante/Alacant;Aug;Hombres;2009;5
03 Alicante/Alacant;Aug;Hombres;2010;1
03 Alicante/Alacant;Aug;Mujeres;2010;2
03 Alicante/Alacant;Aug;Mujeres;2011;1
03 Alicante/Alacant;Aug;Hombres;2011;2
03 Alicante/Alacant;Aug;Mujeres;2012;0
03 Alicante/Alacant;Aug;Hombres;2012;3
03 Alicante/Alacant;Aug;Hombres;2013;2
03 Alicante/Alacant;Aug;Mujeres;2013;5
03 Alicante/Alacant;Aug;Hombres;2014;1
03 Alicante/Alacant;Aug;Mujeres;2014;2
03 Alicante/Alacant;Aug;Mujeres;2015;0
03 Alicante/Alacant;Aug;Hombres;2015;2
03 Alicante/Alacant;Aug;Hombres;2016;3
03 Alicante/Alacant;Aug;Mujeres;2016;5
03 Alicante/Alacant;Aug;Hombres;2017;1
03 Alicante/Alacant;Aug;Mujeres;2017;3
03 Alicante/Alacant;Aug;Mujeres;2018;0
03 Alicante/Alacant;Aug;Hombres;2018;3
03 Alicante/Alacant;Aug;Mujeres;2019;0
03 Alicante/Alacant;Aug;Hombres;2019;2
03 Alicante/Alacant;Aug;Mujeres;2020;1
03 Alicante/Alacant;Aug;Hombres;2020;1
03 Alicante/Alacant;Aug;Hombres;2021;2
03 Alicante/Alacant;Aug;Mujeres;2021;4
03 Alicante/Alacant;Sep;Hombres;2009;1
03 Alicante/Alacant;Sep;Mujeres;2009;1
03 Alicante/Alacant;Sep;Hombres;2010;1
03 Alicante/Alacant;Sep;Mujeres;2010;2
03 Alicante/Alacant;Sep;Hombres;2011;0
03 Alicante/Alacant;Sep;Mujeres;2011;1
03 Alicante/Alacant;Sep;Mujeres;2012;1
03 Alicante/Alacant;Sep;Hombres;2012;2
03 Alicante/Alacant;Sep;Mujeres;2013;2
03 Alicante/Alacant;Sep;Hombres;2013;3
03 Alicante/Alacant;Sep;Mujeres;2014;4
03 Alicante/Alacant;Sep;Hombres;2014;5
03 Alicante/Alacant;Sep;Hombres;2015;3
03 Alicante/Alacant;Sep;Mujeres;2015;3
03 Alicante/Alacant;Sep;Hombres;2016;2
03 Alicante/Alacant;Sep;Mujeres;2016;3
03 Alicante/Alacant;Sep;Hombres;2017;6
03 Alicante/Alacant;Sep;Mujeres;2017;6
03 Alicante/Alacant;Sep;Hombres;2018;2
03 Alicante/Alacant;Sep;Mujeres;2018;2
03 Alicante/Alacant;Sep;Mujeres;2019;1
03 Alicante/Alacant;Sep;Hombres;2019;1
03 Alicante/Alacant;Sep;Mujeres;2020;2
03 Alicante/Alacant;Sep;Hombres;2020;2
03 Alicante/Alacant;Sep;Hombres;2021;0
03 Alicante/Alacant;Sep;Mujeres;2021;3
03 Alicante/Alacant;Oct;Hombres;2009;2
03 Alicante/Alacant;Oct;Mujeres;2009;3
03 Alicante/Alacant;Oct;Hombres;2010;1
03 Alicante/Alacant;Oct;Mujeres;2010;2
03 Alicante/Alacant;Oct;Mujeres;2011;1
03 Alicante/Alacant;Oct;Hombres;2011;5
03 Alicante/Alacant;Oct;Mujeres;2012;0
03 Alicante/Alacant;Oct;Hombres;2012;5
03 Alicante/Alacant;Oct;Mujeres;2013;2
03 Alicante/Alacant;Oct;Hombres;2013;2
03 Alicante/Alacant;Oct;Mujeres;2014;1
03 Alicante/Alacant;Oct;Hombres;2014;2
03 Alicante/Alacant;Oct;Hombres;2015;3
03 Alicante/Alacant;Oct;Mujeres;2015;3
03 Alicante/Alacant;Oct;Mujeres;2016;3
03 Alicante/Alacant;Oct;Hombres;2016;4
03 Alicante/Alacant;Oct;Hombres;2017;3
03 Alicante/Alacant;Oct;Mujeres;2017;6
03 Alicante/Alacant;Oct;Hombres;2018;0
03 Alicante/Alacant;Oct;Mujeres;2018;1
03 Alicante/Alacant;Oct;Mujeres;2019;2
03 Alicante/Alacant;Oct;Hombres;2019;2
03 Alicante/Alacant;Oct;Mujeres;2020;1
03 Alicante/Alacant;Oct;Hombres;2020;3
03 Alicante/Alacant;Oct;Hombres;2021;2
03 Alicante/Alacant;Oct;Mujeres;2021;3
03 Alicante/Alacant;Nov;Mujeres;2009;1
03 Alicante/Alacant;Nov;Hombres;2009;5
03 Alicante/Alacant;Nov;Mujeres;2010;3
03 Alicante/Alacant;Nov;Hombres;2010;6
03 Alicante/Alacant;Nov;Hombres;2011;0
03 Alicante/Alacant;Nov;Mujeres;2011;4
03 Alicante/Alacant;Nov;Hombres;2012;1
03 Alicante/Alacant;Nov;Mujeres;2012;4
03 Alicante/Alacant;Nov;Hombres;2013;2
03 Alicante/Alacant;Nov;Mujeres;2013;2
03 Alicante/Alacant;Nov;Hombres;2014;1
03 Alicante/Alacant;Nov;Mujeres;2014;1
03 Alicante/Alacant;Nov;Mujeres;2015;1
03 Alicante/Alacant;Nov;Hombres;2015;2
03 Alicante/Alacant;Nov;Hombres;2016;3
03 Alicante/Alacant;Nov;Mujeres;2016;3
03 Alicante/Alacant;Nov;Hombres;2017;1
03 Alicante/Alacant;Nov;Mujeres;2017;3
03 Alicante/Alacant;Nov;Mujeres;2018;1
03 Alicante/Alacant;Nov;Hombres;2018;2
03 Alicante/Alacant;Nov;Mujeres;2019;2
03 Alicante/Alacant;Nov;Hombres;2019;4
03 Alicante/Alacant;Nov;Mujeres;2020;2
03 Alicante/Alacant;Nov;Hombres;2020;6
03 Alicante/Alacant;Nov;Hombres;2021;0
03 Alicante/Alacant;Nov;Mujeres;2021;1
03 Alicante/Alacant;Dec;Mujeres;2009;1
03 Alicante/Alacant;Dec;Hombres;2009;2
03 Alicante/Alacant;Dec;Mujeres;2010;2
03 Alicante/Alacant;Dec;Hombres;2010;6
03 Alicante/Alacant;Dec;Mujeres;2011;3
03 Alicante/Alacant;Dec;Hombres;2011;3
03 Alicante/Alacant;Dec;Hombres;2012;0
03 Alicante/Alacant;Dec;Mujeres;2012;0
03 Alicante/Alacant;Dec;Hombres;2013;0
03 Alicante/Alacant;Dec;Mujeres;2013;0
03 Alicante/Alacant;Dec;Mujeres;2014;2
03 Alicante/Alacant;Dec;Hombres;2014;2
03 Alicante/Alacant;Dec;Hombres;2015;4
03 Alicante/Alacant;Dec;Mujeres;2015;5
03 Alicante/Alacant;Dec;Mujeres;2016;2
03 Alicante/Alacant;Dec;Hombres;2016;2
03 Alicante/Alacant;Dec;Mujeres;2017;1
03 Alicante/Alacant;Dec;Hombres;2017;2
03 Alicante/Alacant;Dec;Mujeres;2018;0
03 Alicante/Alacant;Dec;Hombres;2018;1
03 Alicante/Alacant;Dec;Mujeres;2019;0
03 Alicante/Alacant;Dec;Hombres;2019;2
03 Alicante/Alacant;Dec;Mujeres;2020;0
03 Alicante/Alacant;Dec;Hombres;2020;5
03 Alicante/Alacant;Dec;Mujeres;2021;1
03 Alicante/Alacant;Dec;Hombres;2021;1
04 Almería;Jan;Mujeres;2009;0
04 Almería;Jan;Hombres;2009;1
04 Almería;Jan;Mujeres;2010;0
04 Almería;Jan;Hombres;2010;2
04 Almería;Jan;Mujeres;2011;0
04 Almería;Jan;Hombres;2011;0
04 Almería;Jan;Mujeres;2012;0
04 Almería;Jan;Hombres;2012;1
04 Almería;Jan;Mujeres;2013;0
04 Almería;Jan;Hombres;2013;1
04 Almería;Jan;Mujeres;2014;2
04 Almería;Jan;Hombres;2014;2
04 Almería;Jan;Mujeres;2015;0
04 Almería;Jan;Hombres;2015;0
04 Almería;Jan;Mujeres;2016;0
04 Almería;Jan;Hombres;2016;0
04 Almería;Jan;Hombres;2017;1
04 Almería;Jan;Mujeres;2017;2
04 Almería;Jan;Hombres;2018;0
04 Almería;Jan;Mujeres;2018;0
04 Almería;Jan;Mujeres;2019;0
04 Almería;Jan;Hombres;2019;1
04 Almería;Jan;Hombres;2020;0
04 Almería;Jan;Mujeres;2020;0
04 Almería;Jan;Hombres;2021;0
04 Almería;Jan;Mujeres;2021;3
04 Almería;Feb;Hombres;2009;0
04 Almería;Feb;Mujeres;2009;2
04 Almería;Feb;Mujeres;2010;0
04 Almería;Feb;Hombres;2010;3
04 Almería;Feb;Mujeres;2011;1
04 Almería;Feb;Hombres;2011;1
04 Almería;Feb;Mujeres;2012;1
04 Almería;Feb;Hombres;2012;1
04 Almería;Feb;Hombres;2013;0
04 Almería;Feb;Mujeres;2013;1
04 Almería;Feb;Hombres;2014;1
04 Almería;Feb;Mujeres;2014;2
04 Almería;Feb;Mujeres;2015;0
04 Almería;Feb;Hombres;2015;0
04 Almería;Feb;Hombres;2016;0
04 Almería;Feb;Mujeres;2016;0
04 Almería;Feb;Hombres;2017;0
04 Almería;Feb;Mujeres;2017;0
04 Almería;Feb;Hombres;2018;1
04 Almería;Feb;Mujeres;2018;1
04 Almería;Feb;Mujeres;2019;0
04 Almería;Feb;Hombres;2019;1
04 Almería;Feb;Mujeres;2020;0
04 Almería;Feb;Hombres;2020;1
04 Almería;Feb;Mujeres;2021;0
04 Almería;Feb;Hombres;2021;1
04 Almería;Mar;Mujeres;2009;1
04 Almería;Mar;Hombres;2009;2
04 Almería;Mar;Mujeres;2010;1
04 Almería;Mar;Hombres;2010;2
04 Almería;Mar;Mujeres;2011;0
04 Almería;Mar;Hombres;2011;2
04 Almería;Mar;Hombres;2012;1
04 Almería;Mar;Mujeres;2012;1
04 Almería;Mar;Mujeres;2013;0
04 Almería;Mar;Hombres;2013;0
04 Almería;Mar;Mujeres;2014;0
04 Almería;Mar;Hombres;2014;0
04 Almería;Mar;Hombres;2015;0
04 Almería;Mar;Mujeres;2015;0
04 Almería;Mar;Hombres;2016;1
04 Almería;Mar;Mujeres;2016;4
04 Almería;Mar;Mujeres;2017;0
04 Almería;Mar;Hombres;2017;3
04 Almería;Mar;Hombres;2018;2
04 Almería;Mar;Mujeres;2018;3
04 Almería;Mar;Mujeres;2019;1
04 Almería;Mar;Hombres;2019;1
04 Almería;Mar;Mujeres;2020;1
04 Almería;Mar;Hombres;2020;2
04 Almería;Mar;Hombres;2021;0
04 Almería;Mar;Mujeres;2021;1
04 Almería;Apr;Hombres;2009;2
04 Almería;Apr;Mujeres;2009;2
04 Almería;Apr;Mujeres;2010;0
04 Almería;Apr;Hombres;2010;1
04 Almería;Apr;Mujeres;2011;0
04 Almería;Apr;Hombres;2011;0
04 Almería;Apr;Mujeres;2012;0
04 Almería;Apr;Hombres;2012;0
04 Almería;Apr;Mujeres;2013;0
04 Almería;Apr;Hombres;2013;1
04 Almería;Apr;Hombres;2014;1
04 Almería;Apr;Mujeres;2014;2
04 Almería;Apr;Mujeres;2015;0
04 Almería;Apr;Hombres;2015;0
04 Almería;Apr;Mujeres;2016;1
04 Almería;Apr;Hombres;2016;1
04 Almería;Apr;Hombres;2017;0
04 Almería;Apr;Mujeres;2017;1
04 Almería;Apr;Mujeres;2018;1
04 Almería;Apr;Hombres;2018;1
04 Almería;Apr;Mujeres;2019;1
04 Almería;Apr;Hombres;2019;1
04 Almería;Apr;Hombres;2020;0
04 Almería;Apr;Mujeres;2020;0
04 Almería;Apr;Mujeres;2021;1
04 Almería;Apr;Hombres;2021;2
04 Almería;May;Hombres;2009;1
04 Almería;May;Mujeres;2009;1
04 Almería;May;Hombres;2010;1
04 Almería;May;Mujeres;2010;2
04 Almería;May;Hombres;2011;0
04 Almería;May;Mujeres;2011;0
04 Almería;May;Mujeres;2012;1
04 Almería;May;Hombres;2012;1
04 Almería;May;Hombres;2013;1
04 Almería;May;Mujeres;2013;2
04 Almería;May;Mujeres;2014;3
04 Almería;May;Hombres;2014;5
04 Almería;May;Mujeres;2015;0
04 Almería;May;Hombres;2015;0
04 Almería;May;Mujeres;2016;0
04 Almería;May;Hombres;2016;2
04 Almería;May;Mujeres;2017;2
04 Almería;May;Hombres;2017;2
04 Almería;May;Hombres;2018;2
04 Almería;May;Mujeres;2018;3
04 Almería;May;Hombres;2019;1
04 Almería;May;Mujeres;2019;3
04 Almería;May;Mujeres;2020;0
04 Almería;May;Hombres;2020;0
04 Almería;May;Mujeres;2021;1
04 Almería;May;Hombres;2021;3
04 Almería;Jun;Hombres;2009;0
04 Almería;Jun;Mujeres;2009;2
04 Almería;Jun;Mujeres;2010;0
04 Almería;Jun;Hombres;2010;1
04 Almería;Jun;Hombres;2011;1
04 Almería;Jun;Mujeres;2011;2
04 Almería;Jun;Mujeres;2012;0
04 Almería;Jun;Hombres;2012;1
04 Almería;Jun;Mujeres;2013;0
04 Almería;Jun;Hombres;2013;1
04 Almería;Jun;Mujeres;2014;0
04 Almería;Jun;Hombres;2014;4
04 Almería;Jun;Hombres;2015;0
04 Almería;Jun;Mujeres;2015;0
04 Almería;Jun;Mujeres;2016;0
04 Almería;Jun;Hombres;2016;2
04 Almería;Jun;Hombres;2017;0
04 Almería;Jun;Mujeres;2017;0
04 Almería;Jun;Mujeres;2018;0
04 Almería;Jun;Hombres;2018;1
04 Almería;Jun;Mujeres;2019;1
04 Almería;Jun;Hombres;2019;1
04 Almería;Jun;Hombres;2020;1
04 Almería;Jun;Mujeres;2020;3
04 Almería;Jun;Mujeres;2021;1
04 Almería;Jun;Hombres;2021;1
04 Almería;Jul;Mujeres;2009;0
04 Almería;Jul;Hombres;2009;0
04 Almería;Jul;Mujeres;2010;0
04 Almería;Jul;Hombres;2010;1
04 Almería;Jul;Hombres;2011;1
04 Almería;Jul;Mujeres;2011;2
04 Almería;Jul;Hombres;2012;0
04 Almería;Jul;Mujeres;2012;0
04 Almería;Jul;Mujeres;2013;1
04 Almería;Jul;Hombres;2013;2
04 Almería;Jul;Mujeres;2014;2
04 Almería;Jul;Hombres;2014;3
04 Almería;Jul;Hombres;2015;1
04 Almería;Jul;Mujeres;2015;1
04 Almería;Jul;Mujeres;2016;0
04 Almería;Jul;Hombres;2016;2
04 Almería;Jul;Hombres;2017;0
04 Almería;Jul;Mujeres;2017;0
04 Almería;Jul;Hombres;2018;0
04 Almería;Jul;Mujeres;2018;1
04 Almería;Jul;Mujeres;2019;1
04 Almería;Jul;Hombres;2019;3
04 Almería;Jul;Hombres;2020;1
04 Almería;Jul;Mujeres;2020;2
04 Almería;Jul;Hombres;2021;1
04 Almería;Jul;Mujeres;2021;2
04 Almería;Aug;Hombres;2009;0
04 Almería;Aug;Mujeres;2009;1
04 Almería;Aug;Hombres;2010;0
04 Almería;Aug;Mujeres;2010;1
04 Almería;Aug;Mujeres;2011;0
04 Almería;Aug;Hombres;2011;0
04 Almería;Aug;Hombres;2012;1
04 Almería;Aug;Mujeres;2012;2
04 Almería;Aug;Mujeres;2013;1
04 Almería;Aug;Hombres;2013;2
04 Almería;Aug;Mujeres;2014;1
04 Almería;Aug;Hombres;2014;4
04 Almería;Aug;Mujeres;2015;1
04 Almería;Aug;Hombres;2015;4
04 Almería;Aug;Mujeres;2016;0
04 Almería;Aug;Hombres;2016;2
04 Almería;Aug;Mujeres;2017;0
04 Almería;Aug;Hombres;2017;1
04 Almería;Aug;Hombres;2018;0
04 Almería;Aug;Mujeres;2018;1
04 Almería;Aug;Mujeres;2019;0
04 Almería;Aug;Hombres;2019;1
04 Almería;Aug;Hombres;2020;0
04 Almería;Aug;Mujeres;2020;4
04 Almería;Aug;Hombres;2021;0
04 Almería;Aug;Mujeres;2021;0
04 Almería;Sep;Hombres;2009;1
04 Almería;Sep;Mujeres;2009;1
04 Almería;Sep;Mujeres;2010;0
04 Almería;Sep;Hombres;2010;4
04 Almería;Sep;Mujeres;2011;0
04 Almería;Sep;Hombres;2011;2
04 Almería;Sep;Mujeres;2012;1
04 Almería;Sep;Hombres;2012;1
04 Almería;Sep;Mujeres;2013;2
04 Almería;Sep;Hombres;2013;2
04 Almería;Sep;Mujeres;2014;1
04 Almería;Sep;Hombres;2014;2
04 Almería;Sep;Mujeres;2015;1
04 Almería;Sep;Hombres;2015;2
04 Almería;Sep;Mujeres;2016;0
04 Almería;Sep;Hombres;2016;1
04 Almería;Sep;Hombres;2017;0
04 Almería;Sep;Mujeres;2017;0
04 Almería;Sep;Mujeres;2018;0
04 Almería;Sep;Hombres;2018;1
04 Almería;Sep;Mujeres;2019;0
04 Almería;Sep;Hombres;2019;0
04 Almería;Sep;Mujeres;2020;0
04 Almería;Sep;Hombres;2020;0
04 Almería;Sep;Mujeres;2021;0
04 Almería;Sep;Hombres;2021;1
04 Almería;Oct;Hombres;2009;0
04 Almería;Oct;Mujeres;2009;1
04 Almería;Oct;Mujeres;2010;0
04 Almería;Oct;Hombres;2010;1
04 Almería;Oct;Hombres;2011;0
04 Almería;Oct;Mujeres;2011;2
04 Almería;Oct;Hombres;2012;0
04 Almería;Oct;Mujeres;2012;2
04 Almería;Oct;Mujeres;2013;1
04 Almería;Oct;Hombres;2013;1
04 Almería;Oct;Mujeres;2014;0
04 Almería;Oct;Hombres;2014;0
04 Almería;Oct;Hombres;2015;0
04 Almería;Oct;Mujeres;2015;0
04 Almería;Oct;Mujeres;2016;2
04 Almería;Oct;Hombres;2016;2
04 Almería;Oct;Hombres;2017;0
04 Almería;Oct;Mujeres;2017;2
04 Almería;Oct;Hombres;2018;0
04 Almería;Oct;Mujeres;2018;3
04 Almería;Oct;Mujeres;2019;0
04 Almería;Oct;Hombres;2019;4
04 Almería;Oct;Hombres;2020;0
04 Almería;Oct;Mujeres;2020;1
04 Almería;Oct;Mujeres;2021;0
04 Almería;Oct;Hombres;2021;1
04 Almería;Nov;Mujeres;2009;0
04 Almería;Nov;Hombres;2009;1
04 Almería;Nov;Mujeres;2010;0
04 Almería;Nov;Hombres;2010;1
04 Almería;Nov;Hombres;2011;0
04 Almería;Nov;Mujeres;2011;1
04 Almería;Nov;Hombres;2012;0
04 Almería;Nov;Mujeres;2012;1
04 Almería;Nov;Hombres;2013;0
04 Almería;Nov;Mujeres;2013;2
