ciudades;mes;Sexo;Periodo;Total
32 Ourense;Jun;Hombres;2010;0
32 Ourense;Jun;Hombres;2011;0
32 Ourense;Jun;Mujeres;2011;1
32 Ourense;Jun;Hombres;2012;0
32 Ourense;Jun;Mujeres;2012;1
32 Ourense;Jun;Mujeres;2013;0
32 Ourense;Jun;Hombres;2013;0
32 Ourense;Jun;Hombres;2014;0
32 Ourense;Jun;Mujeres;2014;1
32 Ourense;Jun;Mujeres;2015;0
32 Ourense;Jun;Hombres;2015;1
32 Ourense;Jun;Mujeres;2016;0
32 Ourense;Jun;Hombres;2016;0
32 Ourense;Jun;Hombres;2017;0
32 Ourense;Jun;Mujeres;2017;1
32 Ourense;Jun;Hombres;2018;0
32 Ourense;Jun;Mujeres;2018;0
32 Ourense;Jun;Hombres;2019;0
32 Ourense;Jun;Mujeres;2019;0
32 Ourense;Jun;Hombres;2020;0
32 Ourense;Jun;Mujeres;2020;2
32 Ourense;Jun;Hombres;2021;0
32 Ourense;Jun;Mujeres;2021;0
32 Ourense;Jul;Mujeres;2009;0
32 Ourense;Jul;Hombres;2009;2
32 Ourense;Jul;Hombres;2010;0
32 Ourense;Jul;Mujeres;2010;2
32 Ourense;Jul;Mujeres;2011;0
32 Ourense;Jul;Hombres;2011;1
32 Ourense;Jul;Mujeres;2012;1
32 Ourense;Jul;Hombres;2012;2
32 Ourense;Jul;Mujeres;2013;0
32 Ourense;Jul;Hombres;2013;2
32 Ourense;Jul;Hombres;2014;0
32 Ourense;Jul;Mujeres;2014;2
32 Ourense;Jul;Mujeres;2015;0
32 Ourense;Jul;Hombres;2015;0
32 Ourense;Jul;Mujeres;2016;0
32 Ourense;Jul;Hombres;2016;0
32 Ourense;Jul;Mujeres;2017;0
32 Ourense;Jul;Hombres;2017;0
32 Ourense;Jul;Mujeres;2018;0
32 Ourense;Jul;Hombres;2018;2
32 Ourense;Jul;Mujeres;2019;0
32 Ourense;Jul;Hombres;2019;0
32 Ourense;Jul;Mujeres;2020;0
32 Ourense;Jul;Hombres;2020;0
32 Ourense;Jul;Hombres;2021;0
32 Ourense;Jul;Mujeres;2021;2
32 Ourense;Aug;Mujeres;2009;0
32 Ourense;Aug;Hombres;2009;0
32 Ourense;Aug;Hombres;2010;0
32 Ourense;Aug;Mujeres;2010;0
32 Ourense;Aug;Hombres;2011;0
32 Ourense;Aug;Mujeres;2011;0
32 Ourense;Aug;Mujeres;2012;0
32 Ourense;Aug;Hombres;2012;1
32 Ourense;Aug;Hombres;2013;0
32 Ourense;Aug;Mujeres;2013;0
32 Ourense;Aug;Hombres;2014;0
32 Ourense;Aug;Mujeres;2014;0
32 Ourense;Aug;Hombres;2015;0
32 Ourense;Aug;Mujeres;2015;0
32 Ourense;Aug;Hombres;2016;0
32 Ourense;Aug;Mujeres;2016;0
32 Ourense;Aug;Hombres;2017;0
32 Ourense;Aug;Mujeres;2017;0
32 Ourense;Aug;Mujeres;2018;1
32 Ourense;Aug;Hombres;2018;1
32 Ourense;Aug;Mujeres;2019;0
32 Ourense;Aug;Hombres;2019;1
32 Ourense;Aug;Mujeres;2020;0
32 Ourense;Aug;Hombres;2020;0
32 Ourense;Aug;Mujeres;2021;0
32 Ourense;Aug;Hombres;2021;1
32 Ourense;Sep;Hombres;2009;0
32 Ourense;Sep;Mujeres;2009;0
32 Ourense;Sep;Hombres;2010;0
32 Ourense;Sep;Mujeres;2010;0
32 Ourense;Sep;Hombres;2011;0
32 Ourense;Sep;Mujeres;2011;0
32 Ourense;Sep;Hombres;2012;0
32 Ourense;Sep;Mujeres;2012;1
32 Ourense;Sep;Mujeres;2013;1
32 Ourense;Sep;Hombres;2013;1
32 Ourense;Sep;Hombres;2014;0
32 Ourense;Sep;Mujeres;2014;0
32 Ourense;Sep;Hombres;2015;0
32 Ourense;Sep;Mujeres;2015;0
32 Ourense;Sep;Mujeres;2016;0
32 Ourense;Sep;Hombres;2016;0
32 Ourense;Sep;Hombres;2017;0
32 Ourense;Sep;Mujeres;2017;0
32 Ourense;Sep;Hombres;2018;0
32 Ourense;Sep;Mujeres;2018;0
32 Ourense;Sep;Hombres;2019;0
32 Ourense;Sep;Mujeres;2019;1
32 Ourense;Sep;Hombres;2020;0
32 Ourense;Sep;Mujeres;2020;1
32 Ourense;Sep;Mujeres;2021;0
32 Ourense;Sep;Hombres;2021;1
32 Ourense;Oct;Mujeres;2009;0
32 Ourense;Oct;Hombres;2009;0
32 Ourense;Oct;Hombres;2010;0
32 Ourense;Oct;Mujeres;2010;2
32 Ourense;Oct;Mujeres;2011;0
32 Ourense;Oct;Hombres;2011;0
32 Ourense;Oct;Mujeres;2012;0
32 Ourense;Oct;Hombres;2012;1
32 Ourense;Oct;Hombres;2013;0
32 Ourense;Oct;Mujeres;2013;0
32 Ourense;Oct;Mujeres;2014;0
32 Ourense;Oct;Hombres;2014;0
32 Ourense;Oct;Hombres;2015;0
32 Ourense;Oct;Mujeres;2015;0
32 Ourense;Oct;Mujeres;2016;0
32 Ourense;Oct;Hombres;2016;1
32 Ourense;Oct;Mujeres;2017;0
32 Ourense;Oct;Hombres;2017;0
32 Ourense;Oct;Mujeres;2018;0
32 Ourense;Oct;Hombres;2018;0
32 Ourense;Oct;Mujeres;2019;0
32 Ourense;Oct;Hombres;2019;0
32 Ourense;Oct;Mujeres;2020;0
32 Ourense;Oct;Hombres;2020;0
32 Ourense;Oct;Mujeres;2021;1
32 Ourense;Oct;Hombres;2021;1
32 Ourense;Nov;Hombres;2009;1
32 Ourense;Nov;Mujeres;2009;2
32 Ourense;Nov;Mujeres;2010;0
32 Ourense;Nov;Hombres;2010;1
32 Ourense;Nov;Hombres;2011;0
32 Ourense;Nov;Mujeres;2011;1
32 Ourense;Nov;Hombres;2012;0
32 Ourense;Nov;Mujeres;2012;0
32 Ourense;Nov;Hombres;2013;0
32 Ourense;Nov;Mujeres;2013;1
32 Ourense;Nov;Mujeres;2014;0
32 Ourense;Nov;Hombres;2014;1
32 Ourense;Nov;Hombres;2015;0
32 Ourense;Nov;Mujeres;2015;0
32 Ourense;Nov;Hombres;2016;0
32 Ourense;Nov;Mujeres;2016;0
32 Ourense;Nov;Hombres;2017;0
32 Ourense;Nov;Mujeres;2017;0
32 Ourense;Nov;Hombres;2018;0
32 Ourense;Nov;Mujeres;2018;0
32 Ourense;Nov;Hombres;2019;0
32 Ourense;Nov;Mujeres;2019;3
32 Ourense;Nov;Hombres;2020;0
32 Ourense;Nov;Mujeres;2020;0
32 Ourense;Nov;Hombres;2021;0
32 Ourense;Nov;Mujeres;2021;0
32 Ourense;Dec;Mujeres;2009;0
32 Ourense;Dec;Hombres;2009;1
32 Ourense;Dec;Mujeres;2010;0
32 Ourense;Dec;Hombres;2010;2
32 Ourense;Dec;Hombres;2011;0
32 Ourense;Dec;Mujeres;2011;0
32 Ourense;Dec;Mujeres;2012;0
32 Ourense;Dec;Hombres;2012;1
32 Ourense;Dec;Mujeres;2013;0
32 Ourense;Dec;Hombres;2013;1
32 Ourense;Dec;Hombres;2014;0
32 Ourense;Dec;Mujeres;2014;0
32 Ourense;Dec;Mujeres;2015;0
32 Ourense;Dec;Hombres;2015;0
32 Ourense;Dec;Hombres;2016;0
32 Ourense;Dec;Mujeres;2016;1
32 Ourense;Dec;Hombres;2017;0
32 Ourense;Dec;Mujeres;2017;0
32 Ourense;Dec;Mujeres;2018;0
32 Ourense;Dec;Hombres;2018;0
32 Ourense;Dec;Hombres;2019;0
32 Ourense;Dec;Mujeres;2019;0
32 Ourense;Dec;Mujeres;2020;0
32 Ourense;Dec;Hombres;2020;0
32 Ourense;Dec;Hombres;2021;0
32 Ourense;Dec;Mujeres;2021;0
33 Asturias;Jan;Hombres;2009;0
33 Asturias;Jan;Mujeres;2009;2
33 Asturias;Jan;Hombres;2010;2
33 Asturias;Jan;Mujeres;2010;4
33 Asturias;Jan;Mujeres;2011;0
33 Asturias;Jan;Hombres;2011;3
33 Asturias;Jan;Mujeres;2012;1
33 Asturias;Jan;Hombres;2012;2
33 Asturias;Jan;Hombres;2013;1
33 Asturias;Jan;Mujeres;2013;2
33 Asturias;Jan;Mujeres;2014;1
33 Asturias;Jan;Hombres;2014;2
33 Asturias;Jan;Mujeres;2015;1
33 Asturias;Jan;Hombres;2015;1
33 Asturias;Jan;Hombres;2016;1
33 Asturias;Jan;Mujeres;2016;2
33 Asturias;Jan;Mujeres;2017;1
33 Asturias;Jan;Hombres;2017;1
33 Asturias;Jan;Mujeres;2018;0
33 Asturias;Jan;Hombres;2018;2
33 Asturias;Jan;Hombres;2019;3
33 Asturias;Jan;Mujeres;2019;4
33 Asturias;Jan;Hombres;2020;1
33 Asturias;Jan;Mujeres;2020;2
33 Asturias;Jan;Mujeres;2021;0
33 Asturias;Jan;Hombres;2021;0
33 Asturias;Feb;Hombres;2009;1
33 Asturias;Feb;Mujeres;2009;1
33 Asturias;Feb;Mujeres;2010;0
33 Asturias;Feb;Hombres;2010;1
33 Asturias;Feb;Mujeres;2011;0
33 Asturias;Feb;Hombres;2011;2
33 Asturias;Feb;Mujeres;2012;1
33 Asturias;Feb;Hombres;2012;2
33 Asturias;Feb;Mujeres;2013;0
33 Asturias;Feb;Hombres;2013;1
33 Asturias;Feb;Mujeres;2014;1
33 Asturias;Feb;Hombres;2014;2
33 Asturias;Feb;Mujeres;2015;0
33 Asturias;Feb;Hombres;2015;2
33 Asturias;Feb;Hombres;2016;2
33 Asturias;Feb;Mujeres;2016;3
33 Asturias;Feb;Mujeres;2017;0
33 Asturias;Feb;Hombres;2017;0
33 Asturias;Feb;Hombres;2018;1
33 Asturias;Feb;Mujeres;2018;1
33 Asturias;Feb;Mujeres;2019;0
33 Asturias;Feb;Hombres;2019;0
33 Asturias;Feb;Mujeres;2020;0
33 Asturias;Feb;Hombres;2020;0
33 Asturias;Feb;Mujeres;2021;0
33 Asturias;Feb;Hombres;2021;0
33 Asturias;Mar;Mujeres;2009;0
33 Asturias;Mar;Hombres;2009;1
33 Asturias;Mar;Mujeres;2010;1
33 Asturias;Mar;Hombres;2010;1
33 Asturias;Mar;Hombres;2011;0
33 Asturias;Mar;Mujeres;2011;1
33 Asturias;Mar;Hombres;2012;0
33 Asturias;Mar;Mujeres;2012;1
33 Asturias;Mar;Hombres;2013;0
33 Asturias;Mar;Mujeres;2013;1
33 Asturias;Mar;Hombres;2014;1
33 Asturias;Mar;Mujeres;2014;2
33 Asturias;Mar;Hombres;2015;3
33 Asturias;Mar;Mujeres;2015;3
33 Asturias;Mar;Hombres;2016;1
33 Asturias;Mar;Mujeres;2016;3
33 Asturias;Mar;Hombres;2017;1
33 Asturias;Mar;Mujeres;2017;2
33 Asturias;Mar;Hombres;2018;0
33 Asturias;Mar;Mujeres;2018;2
33 Asturias;Mar;Mujeres;2019;1
33 Asturias;Mar;Hombres;2019;2
33 Asturias;Mar;Hombres;2020;0
33 Asturias;Mar;Mujeres;2020;0
33 Asturias;Mar;Mujeres;2021;1
33 Asturias;Mar;Hombres;2021;3
33 Asturias;Apr;Hombres;2009;2
33 Asturias;Apr;Mujeres;2009;4
33 Asturias;Apr;Mujeres;2010;0
33 Asturias;Apr;Hombres;2010;6
33 Asturias;Apr;Hombres;2011;1
33 Asturias;Apr;Mujeres;2011;1
33 Asturias;Apr;Hombres;2012;1
33 Asturias;Apr;Mujeres;2012;4
33 Asturias;Apr;Mujeres;2013;0
33 Asturias;Apr;Hombres;2013;3
33 Asturias;Apr;Mujeres;2014;1
33 Asturias;Apr;Hombres;2014;2
33 Asturias;Apr;Hombres;2015;0
33 Asturias;Apr;Mujeres;2015;1
33 Asturias;Apr;Mujeres;2016;0
33 Asturias;Apr;Hombres;2016;1
33 Asturias;Apr;Hombres;2017;1
33 Asturias;Apr;Mujeres;2017;5
33 Asturias;Apr;Hombres;2018;1
33 Asturias;Apr;Mujeres;2018;1
33 Asturias;Apr;Hombres;2019;0
33 Asturias;Apr;Mujeres;2019;2
33 Asturias;Apr;Mujeres;2020;1
33 Asturias;Apr;Hombres;2020;2
33 Asturias;Apr;Hombres;2021;0
33 Asturias;Apr;Mujeres;2021;2
33 Asturias;May;Mujeres;2009;1
33 Asturias;May;Hombres;2009;3
33 Asturias;May;Hombres;2010;2
33 Asturias;May;Mujeres;2010;2
33 Asturias;May;Mujeres;2011;1
33 Asturias;May;Hombres;2011;2
33 Asturias;May;Hombres;2012;0
33 Asturias;May;Mujeres;2012;0
33 Asturias;May;Hombres;2013;0
33 Asturias;May;Mujeres;2013;1
33 Asturias;May;Hombres;2014;2
33 Asturias;May;Mujeres;2014;2
33 Asturias;May;Hombres;2015;0
33 Asturias;May;Mujeres;2015;1
33 Asturias;May;Hombres;2016;0
33 Asturias;May;Mujeres;2016;1
33 Asturias;May;Hombres;2017;0
33 Asturias;May;Mujeres;2017;2
33 Asturias;May;Hombres;2018;1
33 Asturias;May;Mujeres;2018;1
33 Asturias;May;Mujeres;2019;1
33 Asturias;May;Hombres;2019;2
33 Asturias;May;Hombres;2020;0
33 Asturias;May;Mujeres;2020;1
33 Asturias;May;Mujeres;2021;1
33 Asturias;May;Hombres;2021;3
33 Asturias;Jun;Mujeres;2009;2
33 Asturias;Jun;Hombres;2009;3
33 Asturias;Jun;Hombres;2010;1
33 Asturias;Jun;Mujeres;2010;3
33 Asturias;Jun;Hombres;2011;1
33 Asturias;Jun;Mujeres;2011;2
33 Asturias;Jun;Mujeres;2012;1
33 Asturias;Jun;Hombres;2012;2
33 Asturias;Jun;Mujeres;2013;3
33 Asturias;Jun;Hombres;2013;3
33 Asturias;Jun;Mujeres;2014;0
33 Asturias;Jun;Hombres;2014;3
33 Asturias;Jun;Hombres;2015;1
33 Asturias;Jun;Mujeres;2015;1
33 Asturias;Jun;Mujeres;2016;1
33 Asturias;Jun;Hombres;2016;2
33 Asturias;Jun;Hombres;2017;0
33 Asturias;Jun;Mujeres;2017;2
33 Asturias;Jun;Mujeres;2018;0
33 Asturias;Jun;Hombres;2018;1
33 Asturias;Jun;Mujeres;2019;1
33 Asturias;Jun;Hombres;2019;2
33 Asturias;Jun;Hombres;2020;0
33 Asturias;Jun;Mujeres;2020;2
33 Asturias;Jun;Mujeres;2021;0
33 Asturias;Jun;Hombres;2021;1
33 Asturias;Jul;Hombres;2009;3
33 Asturias;Jul;Mujeres;2009;3
33 Asturias;Jul;Hombres;2010;1
33 Asturias;Jul;Mujeres;2010;3
33 Asturias;Jul;Mujeres;2011;1
33 Asturias;Jul;Hombres;2011;3
33 Asturias;Jul;Mujeres;2012;0
33 Asturias;Jul;Hombres;2012;2
33 Asturias;Jul;Mujeres;2013;0
33 Asturias;Jul;Hombres;2013;3
33 Asturias;Jul;Hombres;2014;0
33 Asturias;Jul;Mujeres;2014;4
33 Asturias;Jul;Hombres;2015;0
33 Asturias;Jul;Mujeres;2015;4
33 Asturias;Jul;Mujeres;2016;1
33 Asturias;Jul;Hombres;2016;1
33 Asturias;Jul;Mujeres;2017;0
33 Asturias;Jul;Hombres;2017;0
33 Asturias;Jul;Mujeres;2018;0
33 Asturias;Jul;Hombres;2018;2
33 Asturias;Jul;Mujeres;2019;1
33 Asturias;Jul;Hombres;2019;1
33 Asturias;Jul;Mujeres;2020;0
33 Asturias;Jul;Hombres;2020;1
33 Asturias;Jul;Hombres;2021;1
33 Asturias;Jul;Mujeres;2021;2
33 Asturias;Aug;Hombres;2009;1
33 Asturias;Aug;Mujeres;2009;1
33 Asturias;Aug;Mujeres;2010;1
33 Asturias;Aug;Hombres;2010;4
33 Asturias;Aug;Mujeres;2011;2
33 Asturias;Aug;Hombres;2011;5
33 Asturias;Aug;Hombres;2012;0
33 Asturias;Aug;Mujeres;2012;1
33 Asturias;Aug;Mujeres;2013;1
33 Asturias;Aug;Hombres;2013;2
33 Asturias;Aug;Hombres;2014;1
33 Asturias;Aug;Mujeres;2014;2
33 Asturias;Aug;Hombres;2015;0
33 Asturias;Aug;Mujeres;2015;0
33 Asturias;Aug;Mujeres;2016;0
33 Asturias;Aug;Hombres;2016;2
33 Asturias;Aug;Hombres;2017;0
33 Asturias;Aug;Mujeres;2017;3
33 Asturias;Aug;Mujeres;2018;1
33 Asturias;Aug;Hombres;2018;3
33 Asturias;Aug;Mujeres;2019;0
33 Asturias;Aug;Hombres;2019;1
33 Asturias;Aug;Mujeres;2020;0
33 Asturias;Aug;Hombres;2020;2
33 Asturias;Aug;Hombres;2021;0
33 Asturias;Aug;Mujeres;2021;2
33 Asturias;Sep;Mujeres;2009;2
33 Asturias;Sep;Hombres;2009;3
33 Asturias;Sep;Mujeres;2010;1
33 Asturias;Sep;Hombres;2010;3
33 Asturias;Sep;Hombres;2011;3
33 Asturias;Sep;Mujeres;2011;3
33 Asturias;Sep;Hombres;2012;2
33 Asturias;Sep;Mujeres;2012;2
33 Asturias;Sep;Mujeres;2013;0
33 Asturias;Sep;Hombres;2013;1
33 Asturias;Sep;Mujeres;2014;0
33 Asturias;Sep;Hombres;2014;3
33 Asturias;Sep;Mujeres;2015;1
33 Asturias;Sep;Hombres;2015;2
33 Asturias;Sep;Hombres;2016;1
33 Asturias;Sep;Mujeres;2016;2
33 Asturias;Sep;Hombres;2017;1
33 Asturias;Sep;Mujeres;2017;4
33 Asturias;Sep;Mujeres;2018;0
33 Asturias;Sep;Hombres;2018;1
33 Asturias;Sep;Hombres;2019;0
33 Asturias;Sep;Mujeres;2019;1
33 Asturias;Sep;Mujeres;2020;0
33 Asturias;Sep;Hombres;2020;1
33 Asturias;Sep;Hombres;2021;0
33 Asturias;Sep;Mujeres;2021;0
33 Asturias;Oct;Mujeres;2009;0
33 Asturias;Oct;Hombres;2009;1
33 Asturias;Oct;Hombres;2010;1
33 Asturias;Oct;Mujeres;2010;4
33 Asturias;Oct;Hombres;2011;1
33 Asturias;Oct;Mujeres;2011;1
33 Asturias;Oct;Mujeres;2012;1
33 Asturias;Oct;Hombres;2012;2
33 Asturias;Oct;Mujeres;2013;0
33 Asturias;Oct;Hombres;2013;2
33 Asturias;Oct;Mujeres;2014;1
33 Asturias;Oct;Hombres;2014;2
33 Asturias;Oct;Hombres;2015;1
33 Asturias;Oct;Mujeres;2015;2
33 Asturias;Oct;Hombres;2016;0
33 Asturias;Oct;Mujeres;2016;3
33 Asturias;Oct;Mujeres;2017;0
33 Asturias;Oct;Hombres;2017;0
33 Asturias;Oct;Mujeres;2018;0
33 Asturias;Oct;Hombres;2018;1
33 Asturias;Oct;Mujeres;2019;0
33 Asturias;Oct;Hombres;2019;0
33 Asturias;Oct;Mujeres;2020;1
33 Asturias;Oct;Hombres;2020;1
33 Asturias;Oct;Hombres;2021;0
33 Asturias;Oct;Mujeres;2021;1
33 Asturias;Nov;Hombres;2009;1
33 Asturias;Nov;Mujeres;2009;1
33 Asturias;Nov;Hombres;2010;0
33 Asturias;Nov;Mujeres;2010;2
33 Asturias;Nov;Mujeres;2011;0
33 Asturias;Nov;Hombres;2011;1
33 Asturias;Nov;Hombres;2012;1
33 Asturias;Nov;Mujeres;2012;1
33 Asturias;Nov;Mujeres;2013;1
33 Asturias;Nov;Hombres;2013;2
33 Asturias;Nov;Hombres;2014;0
33 Asturias;Nov;Mujeres;2014;1
33 Asturias;Nov;Hombres;2015;1
33 Asturias;Nov;Mujeres;2015;2
33 Asturias;Nov;Hombres;2016;0
33 Asturias;Nov;Mujeres;2016;2
33 Asturias;Nov;Mujeres;2017;1
33 Asturias;Nov;Hombres;2017;2
33 Asturias;Nov;Hombres;2018;0
33 Asturias;Nov;Mujeres;2018;0
33 Asturias;Nov;Mujeres;2019;0
33 Asturias;Nov;Hombres;2019;1
33 Asturias;Nov;Hombres;2020;0
33 Asturias;Nov;Mujeres;2020;3
33 Asturias;Nov;Hombres;2021;2
33 Asturias;Nov;Mujeres;2021;3
33 Asturias;Dec;Hombres;2009;1
33 Asturias;Dec;Mujeres;2009;2
33 Asturias;Dec;Hombres;2010;1
33 Asturias;Dec;Mujeres;2010;3
33 Asturias;Dec;Mujeres;2011;1
33 Asturias;Dec;Hombres;2011;3
33 Asturias;Dec;Hombres;2012;1
33 Asturias;Dec;Mujeres;2012;2
33 Asturias;Dec;Hombres;2013;0
33 Asturias;Dec;Mujeres;2013;1
33 Asturias;Dec;Hombres;2014;2
33 Asturias;Dec;Mujeres;2014;5
33 Asturias;Dec;Hombres;2015;1
33 Asturias;Dec;Mujeres;2015;2
33 Asturias;Dec;Mujeres;2016;1
33 Asturias;Dec;Hombres;2016;2
33 Asturias;Dec;Hombres;2017;0
33 Asturias;Dec;Mujeres;2017;1
33 Asturias;Dec;Mujeres;2018;0
33 Asturias;Dec;Hombres;2018;1
33 Asturias;Dec;Hombres;2019;1
33 Asturias;Dec;Mujeres;2019;1
33 Asturias;Dec;Hombres;2020;0
33 Asturias;Dec;Mujeres;2020;0
33 Asturias;Dec;Mujeres;2021;1
33 Asturias;Dec;Hombres;2021;1
34 Palencia;Jan;Hombres;2009;0
34 Palencia;Jan;Mujeres;2009;0
34 Palencia;Jan;Hombres;2010;0
34 Palencia;Jan;Mujeres;2010;0
34 Palencia;Jan;Hombres;2011;0
34 Palencia;Jan;Mujeres;2011;0
34 Palencia;Jan;Hombres;2012;0
34 Palencia;Jan;Mujeres;2012;0
34 Palencia;Jan;Hombres;2013;0
34 Palencia;Jan;Mujeres;2013;0
34 Palencia;Jan;Mujeres;2014;0
34 Palencia;Jan;Hombres;2014;1
34 Palencia;Jan;Hombres;2015;0
34 Palencia;Jan;Mujeres;2015;1
34 Palencia;Jan;Mujeres;2016;0
34 Palencia;Jan;Hombres;2016;1
34 Palencia;Jan;Hombres;2017;0
34 Palencia;Jan;Mujeres;2017;0
34 Palencia;Jan;Hombres;2018;0
34 Palencia;Jan;Mujeres;2018;0
34 Palencia;Jan;Hombres;2019;0
34 Palencia;Jan;Mujeres;2019;0
34 Palencia;Jan;Mujeres;2020;1
34 Palencia;Jan;Hombres;2020;1
34 Palencia;Jan;Mujeres;2021;0
34 Palencia;Jan;Hombres;2021;0
34 Palencia;Feb;Hombres;2009;0
34 Palencia;Feb;Mujeres;2009;0
34 Palencia;Feb;Mujeres;2010;0
34 Palencia;Feb;Hombres;2010;1
34 Palencia;Feb;Hombres;2011;0
34 Palencia;Feb;Mujeres;2011;0
34 Palencia;Feb;Mujeres;2012;0
34 Palencia;Feb;Hombres;2012;1
34 Palencia;Feb;Hombres;2013;0
34 Palencia;Feb;Mujeres;2013;0
34 Palencia;Feb;Hombres;2014;0
34 Palencia;Feb;Mujeres;2014;0
34 Palencia;Feb;Hombres;2015;0
34 Palencia;Feb;Mujeres;2015;0
34 Palencia;Feb;Hombres;2016;0
34 Palencia;Feb;Mujeres;2016;0
34 Palencia;Feb;Mujeres;2017;0
34 Palencia;Feb;Hombres;2017;1
34 Palencia;Feb;Hombres;2018;0
34 Palencia;Feb;Mujeres;2018;0
34 Palencia;Feb;Mujeres;2019;0
34 Palencia;Feb;Hombres;2019;0
34 Palencia;Feb;Mujeres;2020;0
34 Palencia;Feb;Hombres;2020;0
34 Palencia;Feb;Hombres;2021;0
34 Palencia;Feb;Mujeres;2021;0
34 Palencia;Mar;Mujeres;2009;0
34 Palencia;Mar;Hombres;2009;0
34 Palencia;Mar;Mujeres;2010;0
34 Palencia;Mar;Hombres;2010;0
34 Palencia;Mar;Mujeres;2011;0
34 Palencia;Mar;Hombres;2011;0
34 Palencia;Mar;Mujeres;2012;0
34 Palencia;Mar;Hombres;2012;0
34 Palencia;Mar;Mujeres;2013;0
34 Palencia;Mar;Hombres;2013;0
34 Palencia;Mar;Mujeres;2014;0
34 Palencia;Mar;Hombres;2014;1
34 Palencia;Mar;Mujeres;2015;0
34 Palencia;Mar;Hombres;2015;0
34 Palencia;Mar;Mujeres;2016;0
34 Palencia;Mar;Hombres;2016;0
34 Palencia;Mar;Mujeres;2017;0
34 Palencia;Mar;Hombres;2017;0
34 Palencia;Mar;Mujeres;2018;0
34 Palencia;Mar;Hombres;2018;0
34 Palencia;Mar;Mujeres;2019;0
34 Palencia;Mar;Hombres;2019;0
34 Palencia;Mar;Mujeres;2020;0
34 Palencia;Mar;Hombres;2020;0
34 Palencia;Mar;Mujeres;2021;0
34 Palencia;Mar;Hombres;2021;0
34 Palencia;Apr;Mujeres;2009;0
34 Palencia;Apr;Hombres;2009;0
34 Palencia;Apr;Mujeres;2010;0
34 Palencia;Apr;Hombres;2010;0
34 Palencia;Apr;Mujeres;2011;0
34 Palencia;Apr;Hombres;2011;0
34 Palencia;Apr;Hombres;2012;0
34 Palencia;Apr;Mujeres;2012;0
34 Palencia;Apr;Hombres;2013;0
34 Palencia;Apr;Mujeres;2013;0
34 Palencia;Apr;Mujeres;2014;0
34 Palencia;Apr;Hombres;2014;1
34 Palencia;Apr;Hombres;2015;0
34 Palencia;Apr;Mujeres;2015;0
34 Palencia;Apr;Mujeres;2016;0
34 Palencia;Apr;Hombres;2016;0
34 Palencia;Apr;Mujeres;2017;0
34 Palencia;Apr;Hombres;2017;0
34 Palencia;Apr;Hombres;2018;0
34 Palencia;Apr;Mujeres;2018;0
34 Palencia;Apr;Hombres;2019;0
34 Palencia;Apr;Mujeres;2019;0
34 Palencia;Apr;Hombres;2020;0
34 Palencia;Apr;Mujeres;2020;0
34 Palencia;Apr;Mujeres;2021;0
34 Palencia;Apr;Hombres;2021;1
34 Palencia;May;Mujeres;2009;0
34 Palencia;May;Hombres;2009;0
34 Palencia;May;Hombres;2010;0
34 Palencia;May;Mujeres;2010;1
34 Palencia;May;Hombres;2011;0
34 Palencia;May;Mujeres;2011;0
34 Palencia;May;Mujeres;2012;0
34 Palencia;May;Hombres;2012;0
34 Palencia;May;Mujeres;2013;0
34 Palencia;May;Hombres;2013;1
34 Palencia;May;Mujeres;2014;0
34 Palencia;May;Hombres;2014;0
34 Palencia;May;Mujeres;2015;0
34 Palencia;May;Hombres;2015;0
34 Palencia;May;Mujeres;2016;0
34 Palencia;May;Hombres;2016;0
34 Palencia;May;Mujeres;2017;0
34 Palencia;May;Hombres;2017;1
34 Palencia;May;Hombres;2018;0
34 Palencia;May;Mujeres;2018;0
34 Palencia;May;Mujeres;2019;0
34 Palencia;May;Hombres;2019;2
34 Palencia;May;Hombres;2020;0
34 Palencia;May;Mujeres;2020;1
34 Palencia;May;Mujeres;2021;0
34 Palencia;May;Hombres;2021;1
34 Palencia;Jun;Mujeres;2009;0
34 Palencia;Jun;Hombres;2009;0
34 Palencia;Jun;Mujeres;2010;0
34 Palencia;Jun;Hombres;2010;0
34 Palencia;Jun;Mujeres;2011;0
34 Palencia;Jun;Hombres;2011;1
34 Palencia;Jun;Mujeres;2012;0
34 Palencia;Jun;Hombres;2012;0
34 Palencia;Jun;Mujeres;2013;0
34 Palencia;Jun;Hombres;2013;0
34 Palencia;Jun;Mujeres;2014;0
34 Palencia;Jun;Hombres;2014;1
34 Palencia;Jun;Mujeres;2015;0
34 Palencia;Jun;Hombres;2015;0
34 Palencia;Jun;Mujeres;2016;0
34 Palencia;Jun;Hombres;2016;0
34 Palencia;Jun;Hombres;2017;0
34 Palencia;Jun;Mujeres;2017;1
34 Palencia;Jun;Mujeres;2018;0
34 Palencia;Jun;Hombres;2018;1
34 Palencia;Jun;Mujeres;2019;0
34 Palencia;Jun;Hombres;2019;0
34 Palencia;Jun;Mujeres;2020;0
34 Palencia;Jun;Hombres;2020;1
34 Palencia;Jun;Mujeres;2021;0
34 Palencia;Jun;Hombres;2021;1
34 Palencia;Jul;Hombres;2009;0
34 Palencia;Jul;Mujeres;2009;0
34 Palencia;Jul;Hombres;2010;0
34 Palencia;Jul;Mujeres;2010;0
34 Palencia;Jul;Hombres;2011;0
34 Palencia;Jul;Mujeres;2011;0
34 Palencia;Jul;Hombres;2012;0
34 Palencia;Jul;Mujeres;2012;0
